BEA Detail,Year,Country,Import Quantity,Unit,Source,BEA Summary,Region,cntry_cntrb_to_national_detail,cntry_cntrb_to_region_detail,cntry_cntrb_to_national_summary,cntry_cntrb_to_region_summary
335314,2019,Portugal,33868711.0,USD,Census,335,EU,0.005131329163838963,0.019507723182666997,0.0002648484148826008,0.0019338177492987335
335911,2019,Portugal,14004027.0,USD,Census,335,EU,0.0017273981599394324,0.01765599052684557,0.0001095094629648924,0.000799594527652933
335912,2019,Portugal,3128.0,USD,Census,335,EU,3.3486094512793202e-06,2.225027185450439e-05,2.4460506978041632e-08,1.786008897653778e-07
335920,2019,Portugal,3921204.0,USD,Census,335,EU,0.0004136060080949102,0.0042348470596836815,3.066324737989922e-05,0.00022389083227351614
335930,2019,Portugal,10109930.0,USD,Census,335,EU,0.0015386910648044901,0.006609159961140433,7.90581883991408e-05,0.0005772514365299507
335991,2019,Portugal,85732.0,USD,Census,335,EU,5.189553464469005e-05,0.00013479047689652753,6.704118236066065e-07,4.8950803968559365e-06
335999,2019,Portugal,16071827.0,USD,Census,335,EU,0.0009132850090572967,0.0068256664339527645,0.00012567935948957094,0.0009176606785023091
336111,2019,Portugal,142463.0,USD,Census,3361MV,EU,8.089408222658025e-07,3.3095048913785258e-06,4.168539366205788e-07,2.3879442727283345e-06
336112,2019,Portugal,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336120,2019,Portugal,2246498.0,USD,Census,3361MV,EU,0.0001457785387343953,0.0038236468440479322,6.573366662995003e-06,3.765547568699001e-05
336211,2019,Portugal,13478493.0,USD,Census,3361MV,EU,0.01604766427247361,0.028609056962467242,3.943875158295779e-05,0.0002259245570032847
336212,2019,Portugal,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336213,2019,Portugal,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336214,2019,Portugal,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336310,2019,Portugal,3491798.0,USD,Census,3361MV,EU,0.0001925001550320937,0.000906585016911524,1.021717738769971e-05,5.85290148012063e-05
336320,2019,Portugal,20496486.0,USD,Census,3361MV,EU,0.0009287727043906991,0.013324907973281985,5.997375371842922e-05,0.0003435591441620385
336350,2019,Portugal,30747800.0,USD,Census,3361MV,EU,0.0031439233739614697,0.024853318816684927,8.99696164788207e-05,0.0005153901919024329
336360,2019,Portugal,3876149.0,USD,Census,3361MV,EU,0.0005038979191116045,0.003449366579058081,1.1341807834861824e-05,6.497145086648225e-05
336370,2019,Portugal,180842.0,USD,Census,3361MV,EU,0.00026508648917612337,0.0020486174918869005,5.291528299020709e-07,3.031247539141654e-06
336390,2019,Portugal,42027580.0,USD,Census,3361MV,EU,0.0010831795128698712,0.010922970745383922,0.00012297482272334787,0.0007044602385014488
3363A0,2019,Portugal,6353669.0,USD,Census,3361MV,EU,0.0002709165651376156,0.002024268564697744,1.8591156543342036e-05,0.00010649928402014253
336411,2019,Portugal,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336412,2019,Portugal,4405335.0,USD,Census,3364OT,EU,0.0001519200757665392,0.00023706100014177903,5.8199406273892596e-05,0.00011477728075191278
336413,2019,Portugal,5723096.0,USD,Census,3364OT,EU,0.0002787886780959276,0.0006140810417593317,7.560850406347976e-05,0.00014911043004950793
336414,2019,Portugal,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
33641A,2019,Portugal,4575.0,USD,Census,3364OT,EU,7.418403111335666e-06,8.833881869446665e-06,6.044087083117598e-08,1.1919775895363258e-07
336500,2019,Portugal,183230.0,USD,Census,3364OT,EU,0.00012578223016805108,0.0006208036377798916,2.420673390687732e-06,4.773902813786688e-06
336611,2019,Portugal,229451.0,USD,Census,3364OT,EU,0.0003891342317659918,0.0027055776044004093,3.0313045361932586e-06,5.9781519103103715e-06
336612,2019,Portugal,428589.0,USD,Census,3364OT,EU,0.00026722792938781,0.0004592648650522339,5.662140412822488e-06,1.1166524221241187e-05
336991,2019,Portugal,4237708.0,USD,Census,3364OT,EU,0.0008242871567689818,0.005092148616078116,5.598486597775761e-05,0.00011040990091800665
336992,2019,Portugal,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336999,2019,Portugal,56468.0,USD,Census,3364OT,EU,2.7766340754972302e-05,0.001992813195960929,7.460054850480536e-07,1.471226022424858e-06
337110,2019,Portugal,965005.0,USD,Census,337,EU,0.0006554559386027157,0.005530617946954817,2.0970215527581863e-05,0.00022652332950896407
337121,2019,Portugal,2154448.0,USD,Census,337,EU,0.0003545076721266745,0.007416307573777364,4.681762156980294e-05,0.0005057307829637449
337122,2019,Portugal,22492081.0,USD,Census,337,EU,0.003853723739006637,0.03813687999930739,0.0004887682304587323,0.00527974577925017
337127,2019,Portugal,34069271.0,USD,Census,337,EU,0.00239586987650757,0.02217564290147673,0.0007403484497361096,0.007997352035339914
33712N,2019,Portugal,2345221.0,USD,Census,337,EU,0.0003427744559688013,0.008285056758966467,5.096324871872277e-05,0.0005505124526342789
337215,2019,Portugal,27492546.0,USD,Census,337,EU,0.004083121548518383,0.027697235215579586,0.0005974317387184093,0.006453544858936847
33721A,2019,Portugal,17649233.0,USD,Census,337,EU,0.009512817239251993,0.06799237187204306,0.0003835298468987313,0.004142945396593264
337900,2019,Portugal,2294454.0,USD,Census,337,EU,0.0007695727851878666,0.01715855857231589,4.9860047251695395e-05,0.0005385955093343151
339112,2019,Portugal,407767.0,USD,Census,339,EU,2.287419748112563e-05,6.631890350202099e-05,3.1193472240588634e-06,1.5136975256848754e-05
339113,2019,Portugal,1351057.0,USD,Census,339,EU,7.330488151871654e-05,0.00017492983233453915,1.033535303861101e-05,5.015343659391836e-05
339114,2019,Portugal,14556.0,USD,Census,339,EU,8.433890256511882e-06,1.2260238882955114e-05,1.113508895849856e-07,5.403424304533973e-07
339115,2019,Portugal,88874.0,USD,Census,339,EU,1.4147201294549433e-05,3.779710309135797e-05,6.798707722572142e-07,3.299147647988131e-06
339116,2019,Portugal,0.0,USD,Census,339,EU,0.0,0.0,0.0,0.0
339910,2019,Portugal,3837840.0,USD,Census,339,EU,0.00010924601048095808,0.0006296808982776232,2.9358814103108073e-05,0.00014246687230635245
339920,2019,Portugal,363946.0,USD,Census,339,EU,3.95507935440143e-05,0.0006825831541052263,2.784124131691204e-06,1.3510268356264916e-05
339930,2019,Portugal,2002658.0,USD,Census,339,EU,9.586165800439497e-05,0.005861347755433114,1.5319988309596596e-05,7.434192711506869e-05
339940,2019,Portugal,4170264.0,USD,Census,339,EU,0.0019912741644373304,0.018788394068709188,3.190180037127235e-05,0.00015480699267603096
339950,2019,Portugal,111586.0,USD,Census,339,EU,0.0003485880307267294,0.0023436048682108188,8.536136552095494e-07,4.142254083853585e-06
339990,2019,Portugal,6201266.0,USD,Census,339,EU,0.0003395968585906677,0.002932848774791202,4.7438615392492806e-05,0.00023020109524100147
S00401,2019,Portugal,2334242.0,USD,Census,Used,EU,0.0003507205943023532,0.001246901853598112,5.434040473148297e-05,0.00012921183822815334
S00402,2019,Portugal,64599487.0,USD,Census,Used,EU,0.0017795826206111584,0.00398929722043746,0.0015038553282076892,0.0035759010693260144
1111A0,2019,Gibraltar,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
1111B0,2019,Gibraltar,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
111200,2019,Gibraltar,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
111300,2019,Gibraltar,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
111400,2019,Gibraltar,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
111900,2019,Gibraltar,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
112120,2019,Gibraltar,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
1121A0,2019,Gibraltar,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
112300,2019,Gibraltar,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
112A00,2019,Gibraltar,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
113000,2019,Gibraltar,0.0,USD,Census,113FF,EU,0.0,0.0,0.0,0.0
114000,2019,Gibraltar,6066066.0,USD,Census,113FF,EU,0.0003623985026580866,0.0033368365720530704,0.00030920818113498895,0.00283418963365669
211000,2019,Gibraltar,0.0,USD,Census,211,EU,0.0,0.0,0.0,0.0
212100,2019,Gibraltar,0.0,USD,Census,212,EU,0.0,0.0,0.0,0.0
212230,2019,Gibraltar,0.0,USD,Census,212,EU,0.0,0.0,0.0,0.0
2122A0,2019,Gibraltar,0.0,USD,Census,212,EU,0.0,0.0,0.0,0.0
212310,2019,Gibraltar,0.0,USD,Census,212,EU,0.0,0.0,0.0,0.0
2123A0,2019,Gibraltar,0.0,USD,Census,212,EU,0.0,0.0,0.0,0.0
311111,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311119,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311210,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311221,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311224,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311225,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311230,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311300,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311410,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311420,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311513,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311514,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
31151A,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311520,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311615,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
31161A,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311700,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311810,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
3118A0,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311910,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311920,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311930,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311940,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311990,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
312110,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
312120,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
312130,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
312140,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
312200,2019,Gibraltar,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
313100,2019,Gibraltar,0.0,USD,Census,313TT,EU,0.0,0.0,0.0,0.0
313200,2019,Gibraltar,3425.0,USD,Census,313TT,EU,5.245008567612001e-07,1.9672811370599156e-06,1.026530630865029e-07,8.018644231410682e-07
313300,2019,Gibraltar,0.0,USD,Census,313TT,EU,0.0,0.0,0.0,0.0
314110,2019,Gibraltar,0.0,USD,Census,313TT,EU,0.0,0.0,0.0,0.0
314120,2019,Gibraltar,0.0,USD,Census,313TT,EU,0.0,0.0,0.0,0.0
314900,2019,Gibraltar,0.0,USD,Census,313TT,EU,0.0,0.0,0.0,0.0
315000,2019,Gibraltar,0.0,USD,Census,315AL,EU,0.0,0.0,0.0,0.0
316000,2019,Gibraltar,3930.0,USD,Census,315AL,EU,9.658526181440981e-08,7.487549224460828e-07,2.9856526648466264e-08,4.2205226463427924e-07
321100,2019,Gibraltar,0.0,USD,Census,321,EU,0.0,0.0,0.0,0.0
321200,2019,Gibraltar,0.0,USD,Census,321,EU,0.0,0.0,0.0,0.0
321910,2019,Gibraltar,0.0,USD,Census,321,EU,0.0,0.0,0.0,0.0
3219A0,2019,Gibraltar,0.0,USD,Census,321,EU,0.0,0.0,0.0,0.0
322110,2019,Gibraltar,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322120,2019,Gibraltar,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322130,2019,Gibraltar,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322210,2019,Gibraltar,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322220,2019,Gibraltar,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322230,2019,Gibraltar,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322291,2019,Gibraltar,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322299,2019,Gibraltar,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
323110,2019,Gibraltar,2595.0,USD,Census,323,EU,4.2201243608721464e-07,2.7274868615065984e-06,4.1986674911779595e-07,2.679699502401178e-06
323120,2019,Gibraltar,0.0,USD,Census,323,EU,0.0,0.0,0.0,0.0
324110,2019,Gibraltar,18274.0,USD,Census,324,EU,2.8018378535654627e-07,6.676737636694481e-07,2.783210319859861e-07,6.658046433395157e-07
324121,2019,Gibraltar,0.0,USD,Census,324,EU,0.0,0.0,0.0,0.0
324122,2019,Gibraltar,0.0,USD,Census,324,EU,0.0,0.0,0.0,0.0
324190,2019,Gibraltar,0.0,USD,Census,324,EU,0.0,0.0,0.0,0.0
325110,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325120,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325130,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325180,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325190,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325211,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
3252A0,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325310,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325320,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325411,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325412,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325413,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325414,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325510,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325520,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325610,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325620,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325910,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
3259A0,2019,Gibraltar,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
326110,2019,Gibraltar,0.0,USD,Census,326,EU,0.0,0.0,0.0,0.0
326120,2019,Gibraltar,0.0,USD,Census,326,EU,0.0,0.0,0.0,0.0
326160,2019,Gibraltar,0.0,USD,Census,326,EU,0.0,0.0,0.0,0.0
326190,2019,Gibraltar,0.0,USD,Census,326,EU,0.0,0.0,0.0,0.0
326210,2019,Gibraltar,0.0,USD,Census,326,EU,0.0,0.0,0.0,0.0
326220,2019,Gibraltar,0.0,USD,Census,326,EU,0.0,0.0,0.0,0.0
326290,2019,Gibraltar,12345.0,USD,Census,326,EU,3.335574716152893e-06,1.5564049513178848e-05,1.9695933960596708e-07,1.436132042640304e-06
327100,2019,Gibraltar,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327200,2019,Gibraltar,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327310,2019,Gibraltar,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327320,2019,Gibraltar,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327330,2019,Gibraltar,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327390,2019,Gibraltar,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327400,2019,Gibraltar,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327910,2019,Gibraltar,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327991,2019,Gibraltar,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327992,2019,Gibraltar,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327993,2019,Gibraltar,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327999,2019,Gibraltar,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
331110,2019,Gibraltar,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331200,2019,Gibraltar,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331313,2019,Gibraltar,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331314,2019,Gibraltar,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
33131B,2019,Gibraltar,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331410,2019,Gibraltar,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331420,2019,Gibraltar,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331490,2019,Gibraltar,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331510,2019,Gibraltar,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331520,2019,Gibraltar,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
332119,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
33211A,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332200,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332310,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332320,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332410,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332420,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332430,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332500,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332600,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332720,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332913,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
33291A,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332991,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332999,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
33299A,2019,Gibraltar,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
333111,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333112,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333120,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333130,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333242,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
33329A,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333314,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333316,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333318,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333413,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333414,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333415,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333511,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333514,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333517,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
33351B,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333611,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333612,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333613,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333618,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333912,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333914,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333920,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333991,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333993,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333994,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
33399A,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
33399B,2019,Gibraltar,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
334111,2019,Gibraltar,39932.0,USD,Census,334,EU,5.380719190805332e-07,3.0350859792726384e-05,1.0134548250963335e-07,1.003234230567447e-06
334112,2019,Gibraltar,2048.0,USD,Census,334,EU,2.829972972804652e-07,1.0386655314512234e-05,5.1977248367156436e-09,5.14530628118334e-08
334118,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334210,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334220,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334290,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334300,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334413,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334418,2019,Gibraltar,17391.0,USD,Census,334,EU,9.852289999084356e-07,3.8580852276649747e-05,4.41375159352157e-08,4.369239332815403e-07
33441A,2019,Gibraltar,5187.0,USD,Census,334,EU,3.250237762427334e-07,1.974995814318684e-06,1.3164354847677756e-08,1.3031593593993157e-07
334510,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334511,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334512,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334513,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334514,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334515,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334516,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334517,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
33451A,2019,Gibraltar,41811.0,USD,Census,334,EU,5.680990921429488e-06,8.694305207693498e-06,1.0611429352925673e-07,1.050441410754671e-06
334610,2019,Gibraltar,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
335110,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335120,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335210,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335220,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335311,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335312,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335313,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335314,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335911,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335912,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335920,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335930,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335991,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335999,2019,Gibraltar,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
336111,2019,Gibraltar,2568301.0,USD,Census,3361MV,EU,1.4583460426679788e-05,5.966324394426876e-05,7.514978501621959e-06,4.30494911913441e-05
336112,2019,Gibraltar,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336120,2019,Gibraltar,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336211,2019,Gibraltar,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336212,2019,Gibraltar,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336213,2019,Gibraltar,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336214,2019,Gibraltar,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336310,2019,Gibraltar,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336320,2019,Gibraltar,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336350,2019,Gibraltar,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336360,2019,Gibraltar,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336370,2019,Gibraltar,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336390,2019,Gibraltar,9005.0,USD,Census,3361MV,EU,2.320864421266509e-07,2.3404000792380197e-06,2.6349085020449606e-08,1.509405121043264e-07
3363A0,2019,Gibraltar,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336411,2019,Gibraltar,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336412,2019,Gibraltar,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336413,2019,Gibraltar,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336414,2019,Gibraltar,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
33641A,2019,Gibraltar,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336500,2019,Gibraltar,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336611,2019,Gibraltar,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336612,2019,Gibraltar,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336991,2019,Gibraltar,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
